pattern,support
"[6, 4, 2, 3, 1, 5]",6.8022118800
"[6, 4, 2, 3, 5, 1]",13.3260873374
"[6, 4, 2, 5, 1, 3]",5.3711125627
"[6, 4, 2, 5, 3, 1]",15.4360696638
"[6, 4, 3, 1, 2, 5, 7, 8]",4.0326914491
"[6, 4, 3, 1, 2, 5, 7, 9, 8]",2.0357538898
"[6, 4, 3, 1, 2, 5, 7]",6.8549955384
"[6, 4, 3, 1, 2, 5]",24.7410945055
"[6, 4, 3, 1, 5, 2]",2.5788552810
"[6, 4, 3, 2, 1, 5, 7]",3.6831774082
"[6, 4, 3, 2, 1, 5]",17.9099007082
"[6, 4, 3, 2, 5, 1]",8.9961100724
"[6, 4, 3, 5, 1, 2]",17.2890432810
"[6, 4, 3, 5, 2, 1]",44.2703360082
"[6, 4, 3, 5, 7, 2, 1]",3.4679018039
"[6, 4, 3, 7, 5, 2, 1]",3.9047251351
"[6, 4, 3, 7, 8, 5, 2, 1]",2.4885397910
"[6, 4, 3, 8, 7, 5, 2, 1]",2.1542657372
"[6, 4, 5, 1, 2, 3, 7, 8]",2.4671965658
"[6, 4, 5, 1, 2, 3, 7]",5.8137396217
"[6, 4, 5, 1, 2, 3]",25.5068117291
"[6, 4, 5, 1, 3, 2]",13.6446628411
"[6, 4, 5, 2, 1, 3]",34.7166569281
"[6, 4, 5, 2, 3, 1]",33.0623471661
"[6, 4, 5, 3, 1, 2, 7, 8]",2.6666443237
"[6, 4, 5, 3, 1, 2, 7]",3.1271854220
"[6, 4, 5, 3, 1, 2]",73.5950815467
"[6, 4, 5, 3, 2, 1]",109.2696048660
"[6, 4, 5, 7, 2, 3, 1]",2.5975366469
"[6, 4, 5, 7, 3, 1, 2]",6.5894330958
"[6, 4, 5, 7, 3, 2, 1]",8.1211192362
"[6, 4, 5, 7, 8, 3, 2, 1]",2.4271959380
"[6, 4, 5, 8, 7, 3, 2, 1]",2.3890246554
"[6, 4, 7, 5, 1, 2, 3]",2.2309312578
"[6, 4, 7, 5, 1, 3, 2]",6.3628964304
"[6, 4, 7, 5, 2, 1, 3]",2.4895000398
"[6, 4, 7, 5, 2, 3, 1]",4.1145569842
"[6, 4, 7, 5, 3, 1, 2]",9.6648340835
"[6, 4, 7, 5, 3, 2, 1]",6.4590764700
"[6, 4, 7, 8, 5, 2, 3, 1]",2.3621775244
"[6, 4, 7, 8, 5, 3, 1, 2]",3.9262930347
"[6, 4, 8, 7, 5, 3, 1, 2]",3.0874454500
"[6, 4, 8, 7, 5, 3, 2, 1]",5.6969637011
"[6, 5, 1, 2, 3, 4, 7, 8, 10, 9]",3.2351738917
"[6, 5, 1, 2, 3, 4, 7, 8, 9]",6.0281101309
"[6, 5, 1, 2, 3, 4, 7, 8]",8.8214652343
"[6, 5, 1, 2, 3, 4, 7, 9, 8]",2.0889550019
"[6, 5, 1, 2, 3, 4, 7]",12.2910586197
"[6, 5, 1, 2, 3, 4]",44.3956667151
"[6, 5, 1, 2, 4, 3, 7]",2.9693133322
"[6, 5, 1, 2, 4, 3]",25.6796167262
"[6, 5, 1, 2, 7, 3, 4]",3.4323447898
"[6, 5, 1, 3, 2, 4, 7, 8, 9]",2.3366408312
"[6, 5, 1, 3, 2, 4, 7, 8]",5.0118505416
"[6, 5, 1, 3, 2, 4, 7]",5.0116330747
"[6, 5, 1, 3, 2, 4]",24.9123947586
"[6, 5, 1, 3, 4, 2]",24.1755702568
"[6, 5, 1, 4, 2, 3]",12.5353953726
"[6, 5, 1, 4, 3, 2]",21.7641619759
"[6, 5, 2, 1, 3, 4, 7, 8, 9]",3.7652911527
"[6, 5, 2, 1, 3, 4, 7, 8]",4.7142668442
"[6, 5, 2, 1, 3, 4, 7]",8.4147592621
"[6, 5, 2, 1, 3, 4]",57.6162019797
"[6, 5, 2, 1, 3, 7, 4]",3.7770447407
"[6, 5, 2, 1, 4, 3, 7, 8]",2.0503609477
"[6, 5, 2, 1, 4, 3, 7]",4.6780531553
"[6, 5, 2, 1, 4, 3]",39.6147469962
"[6, 5, 2, 1, 7, 4, 3]",2.2087855764
"[6, 5, 2, 3, 1, 4, 7]",2.2286722332
"[6, 5, 2, 3, 1, 4]",22.3869046714
"[6, 5, 2, 3, 4, 1]",36.4752856115
"[6, 5, 2, 4, 1, 3]",18.1383478929
"[6, 5, 2, 4, 3, 1]",44.2986652100
"[6, 5, 2, 4, 7, 3, 1]",2.4505823519
"[6, 5, 3, 1, 2, 4, 7, 8]",4.9864929933
"[6, 5, 3, 1, 2, 4, 7]",8.8097143288
"[6, 5, 3, 1, 2, 4, 8, 7]",2.6789151115
"[6, 5, 3, 1, 2, 4]",66.7476672820
"[6, 5, 3, 1, 4, 2]",25.1805874933
"[6, 5, 3, 2, 1, 4, 7]",5.2481208260
"[6, 5, 3, 2, 1, 4, 8, 7]",2.5164594612
"[6, 5, 3, 2, 1, 4]",36.8412139461
"[6, 5, 3, 2, 4, 1]",42.5885749856
"[6, 5, 3, 4, 1, 2]",54.7305293793
"[6, 5, 3, 4, 2, 1]",135.2286069499
"[6, 5, 3, 7, 4, 2, 1]",2.5099504733
"[6, 5, 4, 1, 2, 3, 7, 8, 9, 10]",2.2870842050
"[6, 5, 4, 1, 2, 3, 7, 8, 9]",2.8641926926
"[6, 5, 4, 1, 2, 3, 7, 8]",3.8896980797
"[6, 5, 4, 1, 2, 3, 7]",6.3985913459
"[6, 5, 4, 1, 2, 3]",104.9819910124
"[6, 5, 4, 1, 3, 2]",66.5112476490
"[6, 5, 4, 2, 1, 3, 7, 8, 9]",3.4813739494
"[6, 5, 4, 2, 1, 3, 7, 8]",4.9511600199
"[6, 5, 4, 2, 1, 3, 7]",6.7021715362
"[6, 5, 4, 2, 1, 3]",120.2629517922
"[6, 5, 4, 2, 1, 7, 3]",2.5303733212
"[6, 5, 4, 2, 3, 1]",118.5629971221
"[6, 5, 4, 3, 1, 2, 7, 8]",2.4702592776
"[6, 5, 4, 3, 1, 2, 7]",5.1385610917
"[6, 5, 4, 3, 1, 2]",179.3692622814
"[6, 5, 4, 3, 2, 1, 7, 8, 9]",2.0013821408
"[6, 5, 4, 3, 2, 1, 7, 8]",2.6781447938
"[6, 5, 4, 3, 2, 1, 7]",3.4899385109
"[6, 5, 4, 3, 2, 1]",321.3777970675
"[6, 5, 4, 3, 7, 1, 2]",2.4769378988
"[6, 5, 4, 7, 2, 3, 1]",5.7279788634
"[6, 5, 4, 7, 3, 2, 1]",9.0744526754
"[6, 5, 4, 7, 8, 3, 2, 1]",3.2930058791
"[6, 5, 7, 1, 2, 4, 3]",2.0335701298
"[6, 5, 7, 1, 3, 2, 4]",2.1843616216
"[6, 5, 7, 2, 1, 4, 3]",2.4254851967
"[6, 5, 7, 2, 3, 1, 4]",2.1369933153
"[6, 5, 7, 3, 1, 2, 4, 8]",2.0346445693
"[6, 5, 7, 3, 1, 2, 4]",9.4601516369
"[6, 5, 7, 3, 2, 1, 4]",6.4744215389
"[6, 5, 7, 3, 2, 4, 1]",2.5806531106
"[6, 5, 7, 3, 4, 1, 2]",6.3933463002
"[6, 5, 7, 3, 4, 2, 1]",10.8108385232
"[6, 5, 7, 4, 1, 2, 3]",4.5907072999
"[6, 5, 7, 4, 1, 3, 2]",4.5437067971
"[6, 5, 7, 4, 2, 1, 3]",6.1638187249
"[6, 5, 7, 4, 2, 3, 1]",5.4815791691
"[6, 5, 7, 4, 3, 1, 2]",17.0755156593
"[6, 5, 7, 4, 3, 2, 1]",24.7293109055
"[6, 5, 7, 8, 4, 1, 3, 2]",2.4894569191
"[6, 5, 7, 8, 4, 3, 1, 2]",4.3039516598
"[6, 5, 7, 8, 4, 3, 2, 1]",7.4696939090
"[6, 5, 7, 9, 8, 3, 4, 2, 1]",2.2905108091
"[6, 5, 7, 9, 8, 4, 2, 3, 1]",2.3298973828
"[6, 5, 7, 9, 8, 4, 3, 2, 1]",3.1079921483
"[6, 5, 8, 4, 3, 1, 2, 7]",2.0408664405
"[6, 5, 8, 7, 3, 4, 2, 1]",2.2158610360
"[6, 5, 8, 7, 4, 2, 3, 1]",5.1802593897
"[6, 5, 8, 7, 4, 3, 1, 2]",4.9889953163
"[6, 5, 8, 7, 4, 3, 2, 1]",6.6893770120
"[6, 7, 1, 2, 4, 3, 5, 8]",2.0970883309
"[6, 7, 1, 2, 4, 3, 5]",3.4063186696
"[6, 7, 1, 2, 5, 4, 3]",2.2155331699
"[6, 7, 1, 3, 4, 2, 5, 8]",2.6626196174
"[6, 7, 1, 3, 4, 2, 5]",2.6625040849
"[6, 7, 10, 9, 8, 5, 4, 3, 1, 2]",2.7672894322
"[6, 7, 10, 9, 8, 5, 4, 3, 2, 1]",2.4372100718
"[6, 7, 2, 1, 3, 4, 5]",3.1165518667
"[6, 7, 2, 1, 3, 5, 4]",2.9242624473
"[6, 7, 2, 1, 5, 3, 4]",2.1687853089
"[6, 7, 2, 4, 3, 1, 5]",2.4001933288
"[6, 7, 2, 4, 5, 3, 1]",2.6327915684
"[6, 7, 3, 1, 2, 4, 5]",6.0748374610
"[6, 7, 3, 1, 2, 5, 4]",4.6218927550
"[6, 7, 3, 2, 1, 4, 5]",4.4493268742
"[6, 7, 3, 2, 1, 5, 4]",4.8928765099
"[6, 7, 3, 2, 4, 5, 1]",2.1004944831
"[6, 7, 3, 2, 5, 4, 1]",5.2532138292
"[6, 7, 3, 4, 2, 1, 5]",2.6695171168
"[6, 7, 3, 4, 2, 5, 1]",3.5222432348
"[6, 7, 3, 4, 5, 1, 2]",2.6377949051
"[6, 7, 3, 4, 5, 2, 1]",8.6357973472
"[6, 7, 3, 5, 4, 1, 2]",3.7783072318
"[6, 7, 3, 5, 4, 2, 1]",5.4936324107
"[6, 7, 4, 1, 2, 3, 5]",5.9908475437
"[6, 7, 4, 1, 2, 5, 3]",6.3482265777
"[6, 7, 4, 1, 3, 2, 5]",3.6953092848
"[6, 7, 4, 1, 3, 5, 2]",2.1451278580
"[6, 7, 4, 2, 1, 3, 5]",3.7094041802
"[6, 7, 4, 2, 1, 5, 3]",5.0466612453
"[6, 7, 4, 2, 3, 5, 1]",2.2244716003
"[6, 7, 4, 3, 1, 2, 5]",3.3536774601
"[6, 7, 4, 3, 2, 5, 1]",2.1144036894
"[6, 7, 4, 3, 5, 1, 2]",5.0598714267
"[6, 7, 4, 3, 5, 2, 1]",10.2079122769
"[6, 7, 4, 5, 1, 2, 3]",6.7837703396
"[6, 7, 4, 5, 1, 3, 2]",3.6404398528
"[6, 7, 4, 5, 2, 1, 3]",12.1250086074
"[6, 7, 4, 5, 2, 3, 1]",7.6022152284
"[6, 7, 4, 5, 3, 1, 2]",15.5861932069
"[6, 7, 4, 5, 3, 2, 1]",18.4540217630
"[6, 7, 4, 8, 5, 3, 1, 2]",2.0307514485
"[6, 7, 5, 1, 2, 3, 4]",10.8587608746
"[6, 7, 5, 1, 2, 4, 3]",6.4090431549
"[6, 7, 5, 1, 3, 2, 4]",4.9811040615
"[6, 7, 5, 1, 3, 4, 2]",6.2159856969
"[6, 7, 5, 1, 4, 2, 3]",5.1105388791
"[6, 7, 5, 1, 4, 3, 2]",3.5596123688
"[6, 7, 5, 2, 1, 3, 4]",12.5978599125
"[6, 7, 5, 2, 1, 4, 3, 8]",2.3020199231
"[6, 7, 5, 2, 1, 4, 3]",11.4342677349
"[6, 7, 5, 2, 3, 1, 4]",3.8398419613
"[6, 7, 5, 2, 3, 4, 1]",6.2848457115
"[6, 7, 5, 2, 4, 1, 3]",7.2133304244
"[6, 7, 5, 2, 4, 3, 1]",10.9468499535
"[6, 7, 5, 3, 1, 2, 4]",16.6767629482
"[6, 7, 5, 3, 1, 4, 2]",9.4946967448
"[6, 7, 5, 3, 2, 1, 4]",12.2084153346
"[6, 7, 5, 3, 2, 4, 1]",9.2653778556
"[6, 7, 5, 3, 4, 1, 2]",18.3619561442
"[6, 7, 5, 3, 4, 2, 1]",27.5827547395
"[6, 7, 5, 4, 1, 2, 3]",30.1710188818
"[6, 7, 5, 4, 1, 3, 2]",16.2331204196
"[6, 7, 5, 4, 2, 1, 3, 8]",2.0330729498
"[6, 7, 5, 4, 2, 1, 3]",23.9671510333
"[6, 7, 5, 4, 2, 3, 1]",29.5998590375
"[6, 7, 5, 4, 3, 1, 2]",44.6506192422
"[6, 7, 5, 4, 3, 2, 1]",76.1473569822
"[6, 7, 5, 8, 3, 4, 1, 2]",2.0566480220
"[6, 7, 8, 10, 9, 5, 4, 2, 1, 3]",2.3603440188
"[6, 7, 8, 4, 3, 5, 2, 1]",2.9426132242
"[6, 7, 8, 4, 5, 2, 1, 3]",2.8087368881
"[6, 7, 8, 4, 5, 2, 3, 1]",2.7458609457
"[6, 7, 8, 4, 5, 3, 2, 1]",3.7038238029
"[6, 7, 8, 5, 1, 3, 2, 4]",2.2070168819
"[6, 7, 8, 5, 2, 1, 3, 4]",3.2775034903
"[6, 7, 8, 5, 2, 1, 4, 3]",2.7881467674
"[6, 7, 8, 5, 2, 3, 4, 1]",2.0986347294
"[6, 7, 8, 5, 2, 4, 3, 1]",2.0665765976
"[6, 7, 8, 5, 3, 1, 2, 4]",3.2897056470
"[6, 7, 8, 5, 3, 2, 1, 4]",3.2101343083
"[6, 7, 8, 5, 3, 2, 4, 1]",2.5600966416
"[6, 7, 8, 5, 3, 4, 1, 2]",4.0406130556
"[6, 7, 8, 5, 3, 4, 2, 1]",5.0875763795
"[6, 7, 8, 5, 4, 1, 2, 3]",6.3105489889
"[6, 7, 8, 5, 4, 1, 3, 2]",4.3462864122
"[6, 7, 8, 5, 4, 2, 1, 3]",6.0337548166
"[6, 7, 8, 5, 4, 2, 3, 1]",6.8777805721
"[6, 7, 8, 5, 4, 3, 1, 2]",7.5942836185
"[6, 7, 8, 5, 4, 3, 2, 1]",18.5510410945
"[6, 7, 8, 9, 5, 3, 4, 2, 1]",2.8094086989
"[6, 7, 8, 9, 5, 4, 3, 1, 2]",2.1705353879
"[6, 7, 8, 9, 5, 4, 3, 2, 1]",4.5568702109
"[6, 7, 9, 10, 8, 4, 5, 3, 2, 1]",2.0402720127
"[6, 7, 9, 10, 8, 5, 4, 3, 2, 1]",2.2765542229
"[6, 7, 9, 8, 4, 3, 2, 1, 5]",2.0547337028
"[6, 7, 9, 8, 4, 5, 3, 1, 2]",2.8435320822
"[6, 7, 9, 8, 5, 1, 2, 3, 4]",2.1986104634
"[6, 7, 9, 8, 5, 2, 1, 3, 4]",2.3070296362
"[6, 7, 9, 8, 5, 4, 2, 1, 3]",3.7531815244
"[6, 7, 9, 8, 5, 4, 2, 3, 1]",2.4755631499
"[6, 7, 9, 8, 5, 4, 3, 1, 2]",3.7619852322
"[6, 7, 9, 8, 5, 4, 3, 2, 1]",5.6749622521
"[6, 8, 10, 9, 7, 5, 3, 4, 2, 1]",3.0268692685
"[6, 8, 4, 5, 7, 3, 2, 1]",2.4475761380
"[6, 8, 5, 4, 7, 3, 2, 1]",2.0959820106
"[6, 8, 5, 7, 4, 3, 2, 1]",4.5190806287
"[6, 8, 7, 3, 1, 2, 5, 4]",2.3685967354
"[6, 8, 7, 3, 4, 5, 2, 1]",2.9698590293
"[6, 8, 7, 3, 5, 4, 2, 1]",2.8642720823
"[6, 8, 7, 4, 1, 2, 3, 5]",3.1667516889
"[6, 8, 7, 4, 2, 1, 3, 5]",5.5912577273
"[6, 8, 7, 4, 2, 5, 3, 1]",2.0565078740
"[6, 8, 7, 4, 3, 2, 1, 5]",3.3433383392
"[6, 8, 7, 4, 3, 5, 2, 1]",2.9879122094
"[6, 8, 7, 4, 5, 1, 2, 3]",2.1499578172
"[6, 8, 7, 4, 5, 2, 1, 3]",2.0899427114
"[6, 8, 7, 4, 5, 3, 1, 2]",7.9188410829
"[6, 8, 7, 4, 5, 3, 2, 1]",9.6826142643
"[6, 8, 7, 5, 1, 2, 3, 4]",4.4846285918
"[6, 8, 7, 5, 2, 1, 3, 4]",4.9903139089
"[6, 8, 7, 5, 2, 1, 4, 3]",2.8022828042
"[6, 8, 7, 5, 2, 3, 1, 4]",2.8782612878
"[6, 8, 7, 5, 2, 3, 4, 1]",4.9478395924
"[6, 8, 7, 5, 2, 4, 1, 3]",3.2939754800
"[6, 8, 7, 5, 2, 4, 3, 1]",3.7595197796
"[6, 8, 7, 5, 3, 1, 2, 4]",4.0292554288
"[6, 8, 7, 5, 3, 2, 4, 1]",2.3709394832
"[6, 8, 7, 5, 3, 4, 1, 2]",2.2571519901
"[6, 8, 7, 5, 3, 4, 2, 1]",16.2156195668
"[6, 8, 7, 5, 4, 1, 2, 3]",10.9288358152
"[6, 8, 7, 5, 4, 1, 3, 2]",4.5440891255
"[6, 8, 7, 5, 4, 2, 1, 3]",9.2286758631
"[6, 8, 7, 5, 4, 2, 3, 1]",8.5306934755
"[6, 8, 7, 5, 4, 3, 1, 2]",10.9374316287
"[6, 8, 7, 5, 4, 3, 2, 1]",17.8402061363
"[6, 8, 7, 9, 5, 4, 3, 2, 1]",2.9272532571
"[6, 8, 9, 7, 4, 5, 3, 2, 1]",2.0402720127
"[6, 8, 9, 7, 5, 1, 3, 4, 2]",2.0409036444
"[6, 8, 9, 7, 5, 3, 4, 2, 1]",5.0643726545
"[6, 8, 9, 7, 5, 4, 1, 3, 2]",3.7318853995
"[6, 8, 9, 7, 5, 4, 2, 3, 1]",3.0724225482
"[6, 8, 9, 7, 5, 4, 3, 1, 2]",2.3435709852
"[6, 8, 9, 7, 5, 4, 3, 2, 1]",5.0768030515
"[6, 9, 10, 7, 8, 5, 4, 3, 2, 1]",2.0160086650
"[6, 9, 10, 8, 7, 5, 4, 3, 2, 1]",2.1032131982
"[6, 9, 7, 8, 5, 3, 4, 2, 1]",2.5816029073
"[6, 9, 7, 8, 5, 4, 3, 2, 1]",3.6136528187
"[6, 9, 8, 7, 5, 2, 1, 3, 4]",2.3688829912
"[6, 9, 8, 7, 5, 4, 2, 3, 1]",2.2983191421
"[6, 9, 8, 7, 5, 4, 3, 1, 2]",4.2742677437
"[6, 9, 8, 7, 5, 4, 3, 2, 1]",6.4035687645
"[7, 1, 2, 3, 4, 5, 6]",3.3265835004
"[7, 1, 2, 4, 6, 5, 3]",3.8595223611
"[7, 1, 3, 2, 4, 6, 5]",2.2287450640
"[7, 1, 3, 6, 5, 4, 2]",2.4074357894
"[7, 1, 4, 2, 3, 5, 6]",2.7433362372
"[7, 1, 4, 3, 2, 6, 5]",2.5198213406
"[7, 10, 8, 9, 6, 5, 4, 3, 2, 1]",2.6857661806
"[7, 10, 9, 8, 6, 5, 4, 3, 2, 1]",3.8992485385
"[7, 2, 1, 3, 4, 5, 6]",2.0964887515
"[7, 2, 1, 3, 4, 6, 5]",2.0965685386
"[7, 2, 1, 3, 5, 6, 4]",3.2230343927
"[7, 2, 1, 3, 6, 5, 4]",4.6270251203
"[7, 2, 1, 4, 3, 5, 6]",2.1113917943
"[7, 2, 1, 4, 6, 5, 3]",2.9441051110
"[7, 2, 1, 5, 3, 4, 6]",2.1688794178
"[7, 2, 3, 1, 4, 6, 5]",5.7423348442
"[7, 2, 3, 1, 5, 4, 6]",3.0828929759
"[7, 2, 3, 4, 1, 5, 6]",2.0405619323
"[7, 2, 3, 5, 4, 6, 1]",2.5097949274
"[7, 2, 3, 5, 6, 4, 1]",2.2509835715
"[7, 2, 3, 6, 5, 4, 1]",3.2621760044
"[7, 2, 4, 3, 6, 5, 1]",2.3541474389
"[7, 2, 4, 5, 6, 3, 1]",2.8984752316
"[7, 2, 4, 6, 5, 1, 3]",2.3797614414
"[7, 2, 4, 6, 5, 3, 1]",3.4814950182
"[7, 2, 5, 3, 1, 4, 6]",2.2566807070
"[7, 2, 5, 6, 3, 4, 1]",2.1788158980
"[7, 2, 5, 6, 4, 3, 1]",2.2906208980
"[7, 2, 6, 4, 3, 5, 1]",3.1395213290
"[7, 3, 1, 2, 4, 5, 6]",4.4545500280
"[7, 3, 1, 2, 4, 6, 5]",4.8685645779
"[7, 3, 1, 2, 5, 4, 6]",3.0434259646
"[7, 3, 1, 2, 5, 6, 4]",8.6819835218
"[7, 3, 1, 2, 6, 4, 5]",3.1219846399
"[7, 3, 1, 2, 6, 5, 4]",3.6286982113
"[7, 3, 1, 4, 2, 5, 6]",2.1677327071
"[7, 3, 1, 5, 6, 4, 2]",2.0606295116
"[7, 3, 2, 1, 4, 6, 5]",4.7977218760
"[7, 3, 2, 1, 6, 4, 5]",2.1346408346
"[7, 3, 2, 4, 6, 5, 1]",2.9792150586
"[7, 3, 2, 5, 6, 4, 1]",3.8134608324
"[7, 3, 4, 1, 2, 5, 6]",2.9995529241
"[7, 3, 4, 1, 2, 6, 5]",2.6039189593
"[7, 3, 4, 5, 2, 1, 6]",2.2523920852
"[7, 3, 4, 5, 6, 1, 2]",2.5994341466
"[7, 3, 4, 5, 6, 2, 1]",5.3291382363
"[7, 3, 4, 6, 5, 2, 1]",3.6563158567
"[7, 3, 5, 1, 2, 4, 6]",2.6496926444
"[7, 3, 5, 2, 6, 4, 1]",2.0030080512
"[7, 3, 5, 4, 6, 2, 1]",4.9768323719
"[7, 3, 5, 6, 4, 1, 2]",2.2816678223
"[7, 3, 5, 6, 4, 2, 1]",4.1745732938
"[7, 3, 6, 2, 1, 4, 5]",2.1945465900
"[7, 3, 6, 4, 5, 2, 1]",2.1784076501
"[7, 3, 6, 5, 2, 1, 4]",2.8007255937
"[7, 3, 6, 5, 2, 4, 1]",2.4605691956
"[7, 3, 6, 5, 4, 1, 2]",2.1417011394
"[7, 3, 6, 5, 4, 2, 1]",7.0430815144
"[7, 4, 1, 2, 3, 5, 6, 8]",2.4638258546
"[7, 4, 1, 2, 3, 5, 6]",5.1396457056
"[7, 4, 1, 2, 3, 6, 5]",3.3476785848
"[7, 4, 1, 2, 5, 3, 6, 8, 9]",2.1146342565
"[7, 4, 1, 2, 5, 3, 6, 8]",2.1145425014
"[7, 4, 1, 2, 5, 3, 6]",3.7193173114
"[7, 4, 1, 2, 5, 6, 3]",3.9131578276
"[7, 4, 1, 3, 2, 5, 6]",3.1671369383
"[7, 4, 1, 3, 6, 5, 2]",4.8215457138
"[7, 4, 2, 1, 3, 5, 6, 8, 9, 10]",2.9091651851
"[7, 4, 2, 1, 3, 5, 6, 8, 9]",2.9090389549
"[7, 4, 2, 1, 3, 5, 6, 8]",4.3699026562
"[7, 4, 2, 1, 3, 5, 6]",10.9741485400
"[7, 4, 2, 1, 3, 6, 5]",3.1977539084
"[7, 4, 2, 1, 5, 6, 3]",3.8166795073
"[7, 4, 2, 3, 1, 5, 6]",2.5685034168
"[7, 4, 2, 5, 6, 3, 1]",4.7440614025
"[7, 4, 2, 6, 5, 3, 1]",2.8250153989
"[7, 4, 3, 1, 2, 5, 6]",6.0178564574
"[7, 4, 3, 1, 2, 6, 5]",3.9220775292
"[7, 4, 3, 2, 1, 5, 6, 8]",2.0731869076
"[7, 4, 3, 2, 1, 5, 6]",5.4714956359
"[7, 4, 3, 2, 1, 6, 5]",2.6153003041
"[7, 4, 3, 2, 5, 6, 1]",4.7215662759
"[7, 4, 3, 5, 1, 2, 6]",3.6867870920
"[7, 4, 3, 5, 6, 1, 2]",2.2627070803
"[7, 4, 3, 5, 6, 2, 1]",2.8463106202
"[7, 4, 3, 6, 5, 1, 2]",3.8943631818
"[7, 4, 3, 6, 5, 2, 1]",9.8085351189
"[7, 4, 5, 1, 2, 3, 6]",2.6672092722
"[7, 4, 5, 2, 1, 3, 6]",5.1100659779
"[7, 4, 5, 2, 3, 1, 6]",2.4611863813
"[7, 4, 5, 3, 1, 2, 6]",5.2762016908
"[7, 4, 5, 3, 6, 2, 1]",4.1898312172
"[7, 4, 5, 6, 1, 2, 3]",3.1158318579
"[7, 4, 5, 6, 2, 1, 3]",3.1962973404
"[7, 4, 5, 6, 2, 3, 1]",5.3498997023
"[7, 4, 5, 6, 3, 1, 2]",5.4293771561
"[7, 4, 5, 6, 3, 2, 1]",20.6886568745
"[7, 4, 5, 8, 6, 3, 2, 1]",3.1449377439
"[7, 4, 6, 2, 1, 3, 5]",2.2266794336
"[7, 4, 6, 3, 1, 2, 5, 8]",2.0602262057
"[7, 4, 6, 3, 1, 2, 5]",4.7981235598
"[7, 4, 6, 3, 2, 1, 5]",2.3270116847
"[7, 4, 6, 3, 5, 2, 1]",2.6232367911
"[7, 4, 6, 5, 1, 2, 3]",4.7088963916
"[7, 4, 6, 5, 2, 1, 3]",2.8532034522
"[7, 4, 6, 5, 2, 3, 1]",5.1224258981
"[7, 4, 6, 5, 3, 1, 2]",14.7598029798
"[7, 4, 6, 5, 3, 2, 1]",13.6340423272
"[7, 4, 6, 8, 5, 3, 2, 1]",2.9465869422
"[7, 4, 8, 6, 5, 3, 2, 1]",2.7516150460
"[7, 5, 1, 2, 3, 4, 6]",6.0655049507
"[7, 5, 1, 2, 3, 6, 4]",3.6330621160
"[7, 5, 1, 2, 4, 6, 3]",2.9996497252
"[7, 5, 1, 3, 2, 4, 6]",4.8256070584
"[7, 5, 1, 3, 4, 2, 6]",2.7245350031
"[7, 5, 1, 3, 4, 6, 2]",2.2984204704
"[7, 5, 1, 3, 6, 4, 2]",4.3220901343
"[7, 5, 1, 4, 2, 3, 6]",2.6007023459
"[7, 5, 2, 1, 3, 4, 6, 8, 9]",2.4446769778
"[7, 5, 2, 1, 3, 4, 6, 8]",3.4059319389
"[7, 5, 2, 1, 3, 4, 6]",5.2471094876
"[7, 5, 2, 1, 3, 6, 4]",3.0409342293
"[7, 5, 2, 1, 4, 3, 6, 8]",2.1641717946
"[7, 5, 2, 1, 4, 3, 6]",7.3939283662
"[7, 5, 2, 1, 4, 6, 3]",2.2879685389
"[7, 5, 2, 1, 6, 4, 3]",2.9909443834
"[7, 5, 2, 3, 1, 4, 6, 8]",2.1761116505
"[7, 5, 2, 3, 1, 4, 6]",2.7646319029
"[7, 5, 2, 3, 6, 4, 1]",3.0053124389
"[7, 5, 2, 4, 1, 3, 6, 8]",2.3542775641
"[7, 5, 2, 4, 1, 3, 6]",5.5912200295
"[7, 5, 2, 4, 6, 3, 1]",3.5664607379
"[7, 5, 2, 6, 4, 3, 1]",6.2857602001
"[7, 5, 3, 1, 2, 4, 6, 8]",3.3963516118
"[7, 5, 3, 1, 2, 4, 6]",9.1307620518
"[7, 5, 3, 1, 2, 6, 4]",3.6858640330
"[7, 5, 3, 2, 1, 4, 6, 8]",4.9199242341
"[7, 5, 3, 2, 1, 4, 6, 9, 8]",3.3012363375
"[7, 5, 3, 2, 1, 4, 6]",6.7166162978
"[7, 5, 3, 2, 4, 1, 6]",3.2487705656
"[7, 5, 3, 2, 6, 1, 4]",2.4757328353
"[7, 5, 3, 4, 1, 2, 6, 8]",2.2512547655
"[7, 5, 3, 4, 1, 2, 6]",3.6568458186
"[7, 5, 3, 4, 2, 1, 6]",2.6167149349
"[7, 5, 3, 4, 6, 2, 1]",9.3421475640
"[7, 5, 3, 6, 1, 2, 4]",2.9062954986
"[7, 5, 3, 6, 1, 4, 2]",2.7311574176
"[7, 5, 3, 6, 4, 1, 2]",4.3711556138
"[7, 5, 3, 6, 4, 2, 1]",6.8877608057
"[7, 5, 4, 1, 2, 3, 6]",9.1103538566
"[7, 5, 4, 1, 2, 6, 3]",2.5322986799
"[7, 5, 4, 2, 1, 3, 6, 8]",3.1977838208
"[7, 5, 4, 2, 1, 3, 6, 9, 8]",2.0636447792
"[7, 5, 4, 2, 1, 3, 6]",11.6949937077
"[7, 5, 4, 2, 1, 6, 3]",2.9561427801
"[7, 5, 4, 3, 1, 2, 6]",3.8546554026
"[7, 5, 4, 3, 2, 1, 6]",3.3452166860
"[7, 5, 4, 3, 6, 1, 2]",2.8222883704
"[7, 5, 4, 3, 6, 2, 1]",2.2215003221
